bss,net.minecraft.client.audio.SoundListSerializer
bot,net.minecraft.client.renderer.entity.RenderSlime
azy,net.minecraft.scoreboard.ScorePlayerTeam
bcw,net.minecraft.client.gui.GuiYesNo
bgv,net.minecraft.client.main.Main$2
bku,net.minecraft.client.particle.EntityReddustFX
pn,net.minecraft.util.TupleIntJsonSerializable
lo,net.minecraft.network.rcon.IServer
hp,net.minecraft.network.play.server.S0APacketUseBed
dq,net.minecraft.nbt.NBTTagList
adh,net.minecraft.item.ItemMap
bph,net.minecraft.client.shader.ShaderDefault
aso,net.minecraft.world.gen.feature.WorldGenSwamp
aop,net.minecraft.block.BlockCarpet
bdk,net.minecraft.client.gui.GuiLanguage$List
bhj,net.minecraft.client.model.ModelCreeper
bli,net.minecraft.util.MovementInput
ee,net.minecraft.nbt.JsonToNBT$List
af,net.minecraft.command.server.CommandBanIp
xk,net.minecraft.entity.item.EntityItem
tl,net.minecraft.entity.ai.attributes.BaseAttributeMap
pm,net.minecraft.stats.IStatType
atc,net.minecraft.world.gen.structure.StructureMineshaftStart
apd,net.minecraft.tileentity.TileEntityEnchantmentTable
ale,net.minecraft.block.BlockFurnace
adg,net.minecraft.item.ItemLeaves
ahf,net.minecraft.world.World$4
axb,net.minecraft.world.gen.layer.GenLayerAddIsland
bpg,net.minecraft.client.util.JsonBlendingMode
net.minecraft.realms.RealmsMth,net.minecraft.realms.RealmsMth
qa,net.minecraft.util.IntHashMap$Entry
mb,net.minecraft.server.gui.MinecraftServerGui$3
ic,net.minecraft.network.play.server.S3BPacketScoreboardObjective
ed,net.minecraft.nbt.JsonToNBT$Compound
net.minecraft.realms.RendererUtility,net.minecraft.realms.RendererUtility
atv,net.minecraft.world.gen.structure.StructureNetherBridgePieces$Stairs
apw,net.minecraft.world.chunk.EmptyChunk
alx,net.minecraft.block.BlockLog
adz,net.minecraft.item.ItemSign
ahy,net.minecraft.world.biome.BiomeCache
axu,net.minecraft.world.gen.layer.GenLayerRiver
bpz,net.minecraft.client.renderer.texture.TextureMap
yr,net.minecraft.entity.monster.EntityZombie$1
us,net.minecraft.entity.ai.EntityAIMoveThroughVillage
mu,net.minecraft.world.WorldServer$1
iv,net.minecraft.network.play.client.C0FPacketConfirmTransaction
ew,net.minecraft.network.NetworkStatistics$PacketStat
ax,net.minecraft.command.server.CommandListBans
net.minecraft.realms.ServerPing,net.minecraft.realms.ServerPing
aqk,net.minecraft.world.chunk.storage.AnvilChunkLoader
aml,net.minecraft.block.BlockOldLeaf
aen,net.minecraft.potion.PotionHelper
aao,net.minecraft.inventory.ContainerHorseInventory$2
aim,net.minecraft.world.biome.BiomeGenMushroomIsland
o,net.minecraft.crash.CrashReportCategory$Entry
bum,net.minecraft.client.stream.IStream
bqn,net.minecraft.client.resources.AbstractResourcePack
bar,net.minecraft.client.Minecraft$11
beq,net.minecraft.client.gui.achievement.GuiStats$Stats
bip,net.minecraft.client.model.ModelZombie
bmo,net.minecraft.client.renderer.tileentity.TileEntityEnderChestRenderer
ni,net.minecraft.network.NetHandlerPlayServer$1
jj,net.minecraft.network.play.client.C0BPacketEntityAction
fk,net.minecraft.util.IChatComponent$Serializer
bl,net.minecraft.command.ServerCommandManager
yq,net.minecraft.entity.monster.EntityZombie
abc,net.minecraft.item.ItemArmor$1
afb,net.minecraft.item.crafting.RecipesMapCloning
brb,net.minecraft.client.resources.ResourcePackFileNotFoundException
aqj,net.minecraft.world.chunk.storage.RegionFileCache
aui,net.minecraft.world.gen.structure.StructureStrongholdPieces
bbf,net.minecraft.client.Minecraft$9
bfe,net.minecraft.client.gui.GuiScreenBook
bjd,net.minecraft.client.multiplayer.ChunkProviderClient
bnc,net.minecraft.client.renderer.entity.RenderBat
ze,net.minecraft.entity.projectile.EntityFireball
vf,net.minecraft.entity.ai.EntityAIRestrictSun
rg,net.minecraft.client.renderer.texture.IIconRegister
afa,net.minecraft.item.crafting.FurnaceRecipes
bby,net.minecraft.client.gui.MapItemRenderer$1
bfx,net.minecraft.client.gui.inventory.GuiEditSign
bra,net.minecraft.client.resources.IResourcePack
zx,net.minecraft.inventory.ContainerBeacon
vy,net.minecraft.village.VillageDoorInfo
arq,net.minecraft.world.gen.feature.WorldGenFire
anr,net.minecraft.block.BlockStainedGlassPane
abu,net.minecraft.creativetab.CreativeTabs$1
aft,net.minecraft.enchantment.Enchantment
ajs,net.minecraft.block.BlockButton
avp,net.minecraft.world.gen.structure.StructureVillagePieces
azo,net.minecraft.world.storage.SaveHandlerMP
brt,net.minecraft.client.resources.data.BaseMetadataSectionSerializer
bfw,net.minecraft.client.gui.GuiMerchant$MerchantButton
bjv,net.minecraft.client.particle.EntityBubbleFX
bnu,net.minecraft.client.renderer.entity.RenderGiantZombie
wm,net.minecraft.entity.passive.EntityMooshroom
oo,net.minecraft.server.management.UserList$Serializer
kp,net.minecraft.init.Bootstrap$12
gq,net.minecraft.network.play.server.S2FPacketSetSlot
cr,net.minecraft.util.EnumFacing
aof,net.minecraft.block.BlockTripWire
akg,net.minecraft.block.BlockDaylightDetector
aci,net.minecraft.item.ItemDoublePlant
agh,net.minecraft.enchantment.EnchantmentOxygen
bsh,net.minecraft.client.resources.data.PackMetadataSectionSerializer
bcl,net.minecraft.client.gui.GuiOptionsRowList$Row
bgk,net.minecraft.client.gui.GuiResourcePackList
bkj,net.minecraft.client.particle.EntityHugeExplodeFX
boi,net.minecraft.client.renderer.entity.RenderMinecart
pc,net.minecraft.stats.AchievementList
ld,net.minecraft.client.util.JsonException$Entry
he,net.minecraft.network.play.server.S34PacketMaps
df,net.minecraft.nbt.NBTTagByteArray
asd,net.minecraft.world.gen.feature.WorldGenDungeons
awc,net.minecraft.world.gen.structure.StructureVillagePieces$House3
dy,net.minecraft.nbt.NBTBase
ta,net.minecraft.entity.IEntityOwnable
pb,net.minecraft.stats.Achievement
asw,net.minecraft.world.gen.structure.MapGenMineshaft
aox,net.minecraft.tileentity.TileEntityCommandBlock
aky,net.minecraft.block.BlockFarmland
agz,net.minecraft.world.GameRules$Value
awv,net.minecraft.block.material.MapColor
bds,net.minecraft.client.gui.GuiFlatPresets$ListSlot
bhr,net.minecraft.client.model.ModelBase
bsz,net.minecraft.server.integrated.IntegratedServer$2
xs,net.minecraft.entity.item.EntityMinecartEmpty
tt,net.minecraft.entity.ai.EntityJumpHelper
pu,net.minecraft.util.JsonUtils
lv,net.minecraft.server.dedicated.DedicatedServer$2
hw,net.minecraft.network.play.server.S1CPacketEntityMetadata
dx,net.minecraft.nbt.NBTTagString
atk,net.minecraft.world.gen.structure.StructureNetherBridgePieces$Corridor4
apl,net.minecraft.tileentity.TileEntityNote
alm,net.minecraft.block.BlockHay
ado,net.minecraft.item.ItemPiston
ahn,net.minecraft.world.EnumSkyBlock
axj,net.minecraft.world.gen.layer.GenLayerFuzzyZoom
btn,net.minecraft.client.audio.SoundManager$SoundSystemStarterThread
bpo,net.minecraft.client.shader.ShaderUniform
bhq,net.minecraft.client.model.ModelMinecart
blp,net.minecraft.client.renderer.RenderSorter
yg,net.minecraft.entity.monster.EntityMob
uh,net.minecraft.entity.ai.EntityAIFollowParent
qi,net.minecraft.profiler.Profiler
mj,net.minecraft.client.renderer.DestroyBlockProgress
ik,net.minecraft.network.play.server.S18PacketEntityTeleport
el,net.minecraft.network.NetworkManager$2
am,net.minecraft.command.CommandEffect
ama,net.minecraft.block.BlockMobSpawner
aec,net.minecraft.item.ItemSnow
aad,net.minecraft.inventory.ContainerChest
aib,net.minecraft.world.biome.WorldChunkManager
d,net.minecraft.crash.CrashReport$2
bub,net.minecraft.client.stream.BroadcastController$SwitchBroadcastState
bqc,net.minecraft.client.renderer.texture.TextureMap$3
bag,net.minecraft.scoreboard.ScoreHealthCriteria
bef,net.minecraft.client.gui.GuiVideoSettings
bie,net.minecraft.client.model.ModelSlime
bmd,net.minecraft.client.renderer.RenderList
ba,net.minecraft.command.server.CommandMessageRaw
aev,net.minecraft.item.crafting.RecipesArmor
aaw,net.minecraft.inventory.InventoryCraftResult
w,net.minecraft.client.audio.SoundCategory
bqv,net.minecraft.client.resources.IReloadableResourceManager
baz,net.minecraft.client.Minecraft$3
bey,net.minecraft.client.gui.GuiRepair
bix,net.minecraft.client.model.ModelRenderer
bmw,net.minecraft.client.renderer.culling.ClippingHelperImpl
fs,net.minecraft.util.ChatComponentTranslationFormatException
bt,net.minecraft.command.server.CommandStop
yy,net.minecraft.entity.player.InventoryPlayer$1
uz,net.minecraft.entity.ai.EntityAIPanic
aqr,net.minecraft.world.WorldProviderEnd
ams,net.minecraft.block.BlockCompressedPowered
aeu,net.minecraft.item.crafting.RecipesArmorDyes
ait,net.minecraft.world.biome.BiomeGenSavanna$Mutated
auq,net.minecraft.world.gen.structure.StructureStrongholdPieces$Library
ayp,net.minecraft.world.storage.DerivedWorldInfo
bbn,net.minecraft.client.settings.GameSettings$Options$1
bfm,net.minecraft.client.gui.inventory.GuiContainerCreative$ContainerCreative
but,net.minecraft.realms.RealmsServerStatusPinger$1
bqu,net.minecraft.client.resources.GrassColorReloadListener
zm,net.minecraft.entity.item.EntityEnderPearl
vn,net.minecraft.entity.ai.EntityAIHurtByTarget
ro,net.minecraft.util.DamageSource
np,net.minecraft.server.network.NetHandlerLoginServer$LoginState
jq,net.minecraft.network.handshake.INetHandlerHandshakeServer
fr,net.minecraft.util.ChatComponentTranslation
arf,net.minecraft.world.gen.feature.WorldGenBlockBlob
ang,net.minecraft.block.BlockRotatedPillar
abj,net.minecraft.item.ItemBoat
afi,net.minecraft.item.crafting.ShapelessRecipes
ajh,net.minecraft.block.BlockBed
ave,net.minecraft.world.gen.structure.MapGenStructure
azd,net.minecraft.client.AnvilConverterException
net.minecraft.client.main.Main,net.minecraft.client.main.Main
bri,net.minecraft.client.resources.SimpleResource
bfl,net.minecraft.client.gui.inventory.GuiContainerCreative
bjk,net.minecraft.client.entity.EntityClientPlayerMP
bnj,net.minecraft.client.renderer.entity.RenderEntity
wb,net.minecraft.village.VillageSiege
sc,net.minecraft.entity.Entity$2
od,net.minecraft.server.management.PreYggdrasilConverter$4
ke,net.minecraft.network.ServerStatusResponse$Serializer
gf,net.minecraft.network.play.server.S35PacketUpdateTileEntity
cg,net.minecraft.command.PlayerNotFoundException
ary,net.minecraft.world.gen.feature.WorldGenGlowStone1
anz,net.minecraft.block.BlockTallGrass
bca,net.minecraft.client.gui.ScaledResolution
ow,net.minecraft.network.rcon.RConThreadBase
kx,net.minecraft.init.Bootstrap$6
gy,net.minecraft.network.play.server.S21PacketChunkData$Extracted
cz,net.minecraft.util.IRegistry
acq,net.minecraft.item.ItemFireball
agp,net.minecraft.command.server.CommandBlockLogic
bsp,net.minecraft.client.audio.SoundList
boq,net.minecraft.client.renderer.entity.RenderSheep
arx,net.minecraft.world.gen.feature.WorldGenLakes
avw,net.minecraft.world.gen.structure.StructureVillagePieces$House4Garden
azv,net.minecraft.util.MovingObjectPosition$MovingObjectType
bct,net.minecraft.client.gui.GuiChat
bgs,net.minecraft.client.gui.stream.GuiTwitchUserMode
bkr,net.minecraft.client.particle.EffectRenderer$4
dn,net.minecraft.nbt.NBTTagIntArray
wt,net.minecraft.entity.monster.EntityIronGolem
su,net.minecraft.entity.EntityLeashKnot
asl,net.minecraft.world.gen.feature.WorldGenSpikes
aom,net.minecraft.block.BlockWood
akn,net.minecraft.block.BlockDoor
ago,net.minecraft.village.MerchantRecipeList
awk,net.minecraft.world.gen.NoiseGeneratorOctaves
bdh,net.minecraft.client.gui.GuiErrorScreen
bhg,net.minecraft.client.model.ModelChest
bso,net.minecraft.client.audio.PositionedSoundRecord
xh,net.minecraft.entity.effect.EntityLightningBolt
ti,net.minecraft.entity.ai.attributes.IAttributeInstance
pj,net.minecraft.stats.StatBase$2
lk,net.minecraft.server.MinecraftServer$4
apa,net.minecraft.tileentity.TileEntityDaylightDetector
alb,net.minecraft.block.BlockFire
add,net.minecraft.item.ItemStack
ahc,net.minecraft.world.World$1
btc,net.minecraft.client.network.LanServerDetector$ThreadLanServerFind
bpd,net.minecraft.client.renderer.tileentity.RenderWitherSkull
bhf,net.minecraft.client.model.ModelBook
ble,net.minecraft.client.particle.EntityFishWakeFX
ea,net.minecraft.nbt.NBTException
ab,net.minecraft.command.ICommandManager
adw,net.minecraft.item.ItemSeeds
ahv,net.minecraft.world.biome.BiomeGenBase$Height
btv,net.minecraft.client.audio.SoundEventAccessor
bpw,net.minecraft.client.renderer.texture.Stitcher$Holder
bdz,net.minecraft.client.gui.GuiShareToLan
bhy,net.minecraft.client.model.ModelSheep2
blx,net.minecraft.client.renderer.IImageBuffer
mr,net.minecraft.server.management.PlayerManager$PlayerInstance
is,net.minecraft.network.play.client.C16PacketClientStatus
et,net.minecraft.network.PacketBuffer
au,net.minecraft.command.CommandHelp
aek,net.minecraft.item.ItemCloth
aal,net.minecraft.inventory.ContainerHopper
l,net.minecraft.crash.CrashReportCategory$1
bqk,net.minecraft.client.renderer.texture.ITickableTextureObject
atr,net.minecraft.world.gen.structure.StructureNetherBridgePieces$Throne
aps,net.minecraft.tileentity.TileEntityPiston
axq,net.minecraft.world.gen.layer.GenLayerRareBiome
bao,net.minecraft.client.Minecraft
ben,net.minecraft.client.gui.achievement.GuiStats$StatsItem
bim,net.minecraft.client.model.ModelWitch
bml,net.minecraft.client.renderer.tileentity.TileEntitySpecialRenderer
fh,net.minecraft.event.ClickEvent
bi,net.minecraft.command.server.CommandSaveOff
yn,net.minecraft.entity.monster.EntitySpider
uo,net.minecraft.entity.ai.EntityAILookAtTradePlayer
aqg,net.minecraft.world.chunk.storage.ChunkLoader$AnvilConverterData
amh,net.minecraft.block.BlockNewLeaf
aii,net.minecraft.world.biome.BiomeGenHell
auf,net.minecraft.world.gen.structure.ComponentScatteredFeaturePieces$SwampHut
aye,net.minecraft.pathfinding.PathPoint
bbc,net.minecraft.client.Minecraft$6
bfb,net.minecraft.client.gui.inventory.GuiBeacon$ConfirmButton
bui,net.minecraft.client.stream.IngestServerTester
bqj,net.minecraft.client.renderer.texture.ITickable
zb,net.minecraft.entity.player.EntityPlayer$EnumChatVisibility
vc,net.minecraft.entity.ai.EntityAIWander
rd,net.minecraft.world.EnumDifficulty
ne,net.minecraft.network.NetworkSystem$2
jf,net.minecraft.network.play.client.C03PacketPlayer$C06PacketPlayerPosLook
fg,net.minecraft.util.ChatComponentStyle$2
aqz,net.minecraft.world.gen.ChunkProviderGenerate
auy,net.minecraft.world.gen.structure.StructureStrongholdPieces$Stairs
ayx,net.minecraft.world.storage.WorldInfo$5
net.minecraft.realms.RealmsSliderButton,net.minecraft.realms.RealmsSliderButton
zu,net.minecraft.inventory.ContainerRepair
vv,net.minecraft.pathfinding.PathNavigate
rw,net.minecraft.potion.PotionEffect
nx,net.minecraft.server.management.BanList
jy,net.minecraft.network.status.INetHandlerStatusClient
fz,net.minecraft.network.play.server.S0FPacketSpawnMob
arn,net.minecraft.world.gen.feature.WorldGenerator
ano,net.minecraft.block.BlockSoulSand
abr,net.minecraft.item.ItemColored
afq,net.minecraft.enchantment.EnchantmentDamage
ajp,net.minecraft.block.BlockBookshelf
brq,net.minecraft.client.resources.Language
bbu,net.minecraft.client.gui.FontRenderer
bft,net.minecraft.client.gui.inventory.GuiScreenHorseInventory
bjs,net.minecraft.client.network.OldServerPinger$2
bnr,net.minecraft.client.renderer.entity.RenderFireball
sk,net.minecraft.command.IEntitySelector$1
ol,net.minecraft.server.management.UserListEntry
km,net.minecraft.init.Bootstrap$1
gn,net.minecraft.network.play.server.S2DPacketOpenWindow
co,net.minecraft.util.RegistryDefaulted
acf,net.minecraft.creativetab.CreativeTabs$9
age,net.minecraft.enchantment.EnchantmentFishingSpeed
bse,net.minecraft.client.resources.data.LanguageMetadataSection
arm,net.minecraft.world.gen.feature.WorldGenDoublePlant
avl,net.minecraft.world.gen.structure.StructureComponent$BlockSelector
bci,net.minecraft.client.gui.GuiListExtended$IGuiListEntry
bgh,net.minecraft.client.resources.ResourcePackListEntryDefault
bkg,net.minecraft.client.particle.EntityFootStepFX
bof,net.minecraft.client.renderer.entity.RenderLeashKnot
net.minecraft.server.MinecraftServer,net.minecraft.server.MinecraftServer
hb,net.minecraft.network.play.server.S2APacketParticles
wi,net.minecraft.entity.passive.EntityHorse
sj,net.minecraft.command.IEntitySelector
asa,net.minecraft.world.gen.feature.WorldGenMegaPineTree
aob,net.minecraft.block.BlockTNT
akc,net.minecraft.block.BlockRedstoneComparator
agd,net.minecraft.enchantment.EnchantmentFireAspect
bsd,net.minecraft.client.resources.data.FontMetadataSectionSerializer
ha,net.minecraft.network.play.server.S28PacketEffect
ast,net.minecraft.world.gen.FlatLayerInfo
aou,net.minecraft.tileentity.TileEntity$3
akv,net.minecraft.block.BlockEnderChest
acx,net.minecraft.item.ItemFood
agw,net.minecraft.world.Explosion
aws,net.minecraft.block.material.MaterialLiquid
bsw,net.minecraft.server.integrated.IntegratedPlayerList
box,net.minecraft.client.renderer.entity.RenderTntMinecart
bky,net.minecraft.client.particle.EntitySplashFX
xp,net.minecraft.entity.item.EntityMinecartContainer
tq,net.minecraft.entity.ai.attributes.ServersideAttributeMap
pr,net.minecraft.util.JsonSerializableSet
ls,net.minecraft.server.dedicated.DedicatedPlayerList
ht,net.minecraft.network.play.server.S19PacketEntityHeadLook
du,net.minecraft.nbt.CompressedStreamTools
api,net.minecraft.tileentity.TileEntityHopper
alj,net.minecraft.block.BlockSlab
adl,net.minecraft.item.ItemMultiTexture
ahk,net.minecraft.world.WorldSettings$GameType
btk,net.minecraft.client.audio.SoundManager$1
bpl,net.minecraft.client.shader.ShaderLoader
bdo,net.minecraft.client.gui.GuiMemoryErrorScreen
bhn,net.minecraft.client.model.ModelLargeChest
blm,net.minecraft.client.renderer.RenderBlocks
qf,net.minecraft.util.EnumTypeAdapterFactory
mg,net.minecraft.server.gui.StatsComponent$1
ih,net.minecraft.network.play.server.S03PacketTimeUpdate
ei,net.minecraft.network.NettyEncryptingEncoder
aj,net.minecraft.command.server.CommandDeOp
aaa,net.minecraft.inventory.ContainerBrewingStand$Ingredient
a,net.minecraft.util.EnumChatFormatting
atg,net.minecraft.world.gen.structure.StructureNetherBridgePieces$Crossing3
axf,net.minecraft.world.gen.layer.GenLayerBiome
bad,net.minecraft.scoreboard.ScoreboardSaveData
bec,net.minecraft.client.gui.GuiScreenOptionsSounds
bib,net.minecraft.client.model.ModelSkeletonHead
bma,net.minecraft.client.renderer.RenderGlobal
yc,net.minecraft.entity.monster.IMob$1
ud,net.minecraft.entity.ai.EntityAIEatGrass
qe,net.minecraft.util.LongHashMap$Entry
t,net.minecraft.util.ChatAllowedCharacters
atz,net.minecraft.world.gen.structure.ComponentScatteredFeaturePieces
baw,net.minecraft.client.Minecraft$16
bev,net.minecraft.client.gui.GuiKeyBindingList$KeyEntry
yv,net.minecraft.entity.passive.EntityVillager
uw,net.minecraft.entity.ai.EntityAIOcelotSit
qx,net.minecraft.util.WeightedRandomChestContent
my,net.minecraft.entity.EntityTrackerEntry
iz,net.minecraft.network.play.client.C17PacketCustomPayload
aqo,net.minecraft.world.WorldProvider
amp,net.minecraft.block.BlockPortal
aas,net.minecraft.inventory.InventoryMerchant
aun,net.minecraft.world.gen.structure.StructureStrongholdPieces$Corridor
aym,net.minecraft.world.chunk.storage.AnvilSaveHandler
buq,net.minecraft.client.stream.TwitchStream$1$1
bqr,net.minecraft.client.resources.FileResourcePack
bms,net.minecraft.client.renderer.tileentity.TileEntitySkullRenderer
zj,net.minecraft.entity.projectile.EntitySnowball
vk,net.minecraft.entity.ai.EntityAITempt
rl,net.minecraft.inventory.ISidedInventory
nm,net.minecraft.server.network.NetHandlerHandshakeTCP$SwitchEnumConnectionState
jn,net.minecraft.network.play.client.C12PacketUpdateSign
fo,net.minecraft.util.ChatStyle$1
bp,net.minecraft.command.CommandSetSpawnpoint
net.minecraft.realms.RealmsServerAddress,net.minecraft.realms.RealmsServerAddress
arc,net.minecraft.world.gen.feature.WorldGenAbstractTree
and,net.minecraft.block.BlockRedstoneTorch$Toggle
abg,net.minecraft.item.ItemBed
aff,net.minecraft.item.crafting.CraftingManager$1
aje,net.minecraft.block.BlockRailBase
brf,net.minecraft.client.resources.ResourcePackRepository$Entry
bbj,net.minecraft.client.settings.GameSettings
bfi,net.minecraft.client.gui.inventory.GuiChest
bjh,net.minecraft.client.multiplayer.WorldClient$2
bng,net.minecraft.client.renderer.entity.RenderChicken
oa,net.minecraft.server.management.PreYggdrasilConverter$1
kb,net.minecraft.network.ServerStatusResponse
gc,net.minecraft.network.play.server.S0BPacketAnimation
cd,net.minecraft.command.CommandException
abz,net.minecraft.creativetab.CreativeTabs$3
afy,net.minecraft.enchantment.EnchantmentHelper$HurtIterator
bry,net.minecraft.client.resources.data.IMetadataSerializer$Registration
ava,net.minecraft.world.gen.structure.StructureStrongholdPieces$Straight
bnz,net.minecraft.client.renderer.entity.RenderItem$1
gv,net.minecraft.network.play.server.S2BPacketChangeGameState
cw,net.minecraft.util.RegistryNamespaced
net.minecraft.realms.RealmsScrolledSelectionList,net.minecraft.realms.RealmsScrolledSelectionList
aru,net.minecraft.world.gen.feature.WorldGenBigMushroom
anv,net.minecraft.block.BlockStone
afx,net.minecraft.enchantment.EnchantmentHelper$DamageIterator
ajw,net.minecraft.block.BlockCauldron
avt,net.minecraft.world.gen.structure.StructureVillagePieces$Torch
azs,net.minecraft.world.storage.IThreadedFileIO
bcq,net.minecraft.client.gui.GuiScreenRealmsProxy
bgp,net.minecraft.client.gui.stream.GuiStreamUnavailable
brx,net.minecraft.client.resources.data.IMetadataSerializer$1
wq,net.minecraft.entity.passive.EntitySheep$1
sr,net.minecraft.entity.EntityFlying
os,net.minecraft.server.management.UserListWhitelistEntry
kt,net.minecraft.init.Bootstrap$3
gu,net.minecraft.network.play.server.S27PacketExplosion
asi,net.minecraft.world.gen.feature.WorldGenCanopyTree
aoj,net.minecraft.block.BlockLilyPad
akk,net.minecraft.block.BlockDirectional
acm,net.minecraft.item.ItemEnchantedBook
agl,net.minecraft.enchantment.EnchantmentWaterWorker
bsl,net.minecraft.client.audio.MovingSound
bom,net.minecraft.client.renderer.entity.RenderOcelot
bgo,net.minecraft.client.gui.stream.GuiStreamOptions
bkn,net.minecraft.client.particle.EffectRenderer
net.minecraft.realms.RealmsScreen,net.minecraft.realms.RealmsScreen
xe,net.minecraft.entity.projectile.EntityFishHook
tf,net.minecraft.entity.DataWatcher$WatchableObject
pg,net.minecraft.stats.StatisticsFile
lh,net.minecraft.server.MinecraftServer$1
hi,net.minecraft.network.play.server.S14PacketEntity$S16PacketEntityLook
dj,net.minecraft.nbt.NBTTagCompound$2
ada,net.minecraft.item.ItemHoe
bpa,net.minecraft.client.renderer.entity.RenderVillager
bdd,net.minecraft.client.gui.GuiScreenDemo
bhc,net.minecraft.client.model.ModelBat
blb,net.minecraft.client.particle.EntityPickupFX
pz,net.minecraft.util.IntHashMap
adt,net.minecraft.item.ItemSaddle
ahs,net.minecraft.world.NextTickListEntry
bts,net.minecraft.client.audio.SoundHandler$SwitchType
bpt,net.minecraft.client.renderer.texture.LayeredTexture
awz,net.minecraft.world.gen.layer.GenLayerEdge$SwitchMode
bdw,net.minecraft.client.gui.GuiScreen
bhv,net.minecraft.client.model.TexturedQuad
blu,net.minecraft.client.renderer.EntityRenderer$1
ip,net.minecraft.network.play.client.C0APacketAnimation
eq,net.minecraft.network.EnumConnectionState$4
ar,net.minecraft.command.CommandGameMode
xw,net.minecraft.entity.item.EntityTNTPrimed
tx,net.minecraft.entity.ai.EntityAIAvoidEntity$1
i,net.minecraft.crash.CrashReport$7
ato,net.minecraft.world.gen.structure.StructureNetherBridgePieces$Corridor5
app,net.minecraft.block.BlockPistonBase
alq,net.minecraft.block.BlockJukebox
ahr,net.minecraft.world.ChunkCache
axn,net.minecraft.world.gen.layer.GenLayer
bal,net.minecraft.client.settings.KeyBinding
bek,net.minecraft.client.gui.achievement.GuiStats$StatsBlock
bij,net.minecraft.client.model.ModelIronGolem
btr,net.minecraft.client.audio.SoundHandler$2
yk,net.minecraft.entity.monster.EntitySilverfish
ul,net.minecraft.entity.ai.EntityAIWatchClosest2
qm,net.minecraft.util.MouseFilter
mn,net.minecraft.entity.EntityTracker
io,net.minecraft.network.play.INetHandlerPlayServer
aeg,net.minecraft.item.ItemSlab
aah,net.minecraft.inventory.ContainerEnchantment$1
aif,net.minecraft.world.biome.BiomeGenForest
auc,net.minecraft.world.gen.structure.ComponentScatteredFeaturePieces$JunglePyramid
ayb,net.minecraft.world.gen.layer.GenLayerVoronoiZoom
buf,net.minecraft.client.stream.ChatController$SwitchChatState
bqg,net.minecraft.client.renderer.texture.TextureManager$1
bii,net.minecraft.client.model.PositionTextureVertex
bmh,net.minecraft.client.renderer.Tessellator
ra,net.minecraft.inventory.InventoryLargeChest
nb,net.minecraft.client.network.NetHandlerHandshakeMemory$SwitchEnumConnectionState
